order_id,order_datetime,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,sales_channel,updated_at,source_batch,reason_code,quarantined_at
O000356,2026-01-19 11:29:00,C0146,P042,-2,733.19,0,Bank Transfer,Store,2026-01-20 23:59:00,orders_batch_1,INVALID_QUANTITY,2026-08-18T08:35:48
O000371,2026-02-09 02:38:00,C0098,P034,4,530.09,10,Cash,Marketplace,2026-02-10 23:59:00,orders_batch_1,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000376,2026-02-27 12:55:00,C0081,P034,3,530.09,0,Credit Card,Store,2026-02-28 23:59:00,orders_batch_1,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000381,2026-01-17 13:54:00,C0054,P005,1,THB 649.9,10,Credit Card,Marketplace,2026-01-18 23:59:00,orders_batch_1,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000388,31/02/2026 10:00,C0086,P027,1,817.79,15,Bank Transfer,Marketplace,2026-01-25 23:59:00,orders_batch_1,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000393,not-a-date,C0148,P037,5,185.91,10,Bank Transfer,Online,2026-02-25 23:59:00,orders_batch_1,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000404,2026-01-30 04:14:00,C0163,P016,5,878.59,120,Credit Card,Store,2026-01-31 23:59:00,orders_batch_1,INVALID_DISCOUNT_PCT,2026-08-18T08:35:48
O000412,2026-03-03 09:07:00,C0058,P017,6,1281.37,15,Cash,Online,2026-03-04 23:59:00,orders_batch_1,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000415,2026-01-12 21:48:00,,P030,1,915.53,10,Credit Card,Marketplace,2026-01-13 23:59:00,orders_batch_1,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000417,2026-02-09 22:58:00,C0021,P011,3,,0,Bank Transfer,Marketplace,2026-02-10 23:59:00,orders_batch_1,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000428,2026-04-04 13:52:00,C0150,P999,4,450.41,15,PromptPay,Marketplace,2026-04-06 23:59:00,orders_batch_2,PRODUCT_NOT_FOUND,2026-08-18T08:35:48
O000445,2026-03-24 01:46:00,C0015,P039,-2,688.83,0,PromptPay,Store,2026-03-26 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000447,2026-02-16 15:50:00,C9999,P001,4,29.67,5,PromptPay,Online,2026-02-18 23:59:00,orders_batch_2,CUSTOMER_NOT_FOUND,2026-08-18T08:35:48
O000452,2026-04-05 15:06:00,C0126,P036,three,220.86,0,Credit Card,Store,2026-04-07 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000472,2026-04-26 10:44:00,C0067,P034,6,530.09,10,Bank Transfer,Online,2026-04-28 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000485,31/02/2026 10:00,C0077,P010,4,1366.97,5,Bank Transfer,Online,2026-05-05 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000491,2026-04-13 19:01:00,C0050,P034,4,530.09,0,Bank Transfer,Online,2026-04-15 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000498,2026-04-30 23:16:00,,P035,3,997.99,0,Credit Card,Marketplace,2026-05-02 23:59:00,orders_batch_2,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000499,2026-04-22 07:50:00,C0072,P034,1,530.09,15,Cash,Marketplace,2026-04-24 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000501,2026-03-08 15:47:00,C0165,P017,3,1281.37,15,Credit Card,Marketplace,2026-03-10 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000505,2026-03-25 23:29:00,C0154,P009,4,192.56,120,Cash,Marketplace,2026-03-27 23:59:00,orders_batch_2,INVALID_DISCOUNT_PCT,2026-08-18T08:35:48
O000508,2026-04-30 07:07:00,C0036,P013,5,THB 848.73,15,Credit Card,Online,2026-05-02 23:59:00,orders_batch_2,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000523,2026-03-17 08:59:00,C0080,P034,2,530.09,15,PromptPay,Store,2026-03-19 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000524,not-a-date,C0075,P009,3,192.56,0,Bank Transfer,Marketplace,2026-03-08 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000530,2026-03-25 09:36:00,C0142,P017,1,1281.37,0,PromptPay,Online,2026-03-27 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000534,2026-03-22 19:50:00,C0044,P004,-2,1451.77,0,Bank Transfer,Online,2026-03-24 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000535,2026-04-17 04:13:00,C0100,P999,5,649.9,15,Bank Transfer,Store,2026-04-19 23:59:00,orders_batch_2,PRODUCT_NOT_FOUND,2026-08-18T08:35:48
O000542,2026-04-10 14:43:00,C0137,P034,6,530.09,0,Credit Card,Online,2026-04-12 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000545,2026-02-17 20:39:00,C0132,P017,2,1281.37,10,credit card,Marketplace,2026-02-19 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000552,2026-04-24 15:03:00,C0038,P034,1,530.09,10,PromptPay,Online,2026-04-26 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000556,2026-04-21 06:20:00,C0177,P001,6,,0,PromptPay,Store,2026-04-23 23:59:00,orders_batch_2,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000565,2026-04-14 04:24:00,C0009,P033,three,654.4,5,Cash,Marketplace,2026-04-16 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000581,2026-04-23 12:25:00,,P010,3,1366.97,15,Credit Card,Online,2026-04-25 23:59:00,orders_batch_2,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000582,31/02/2026 10:00,C0140,P009,4,192.56,0,PromptPay,Online,2026-04-22 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000584,2026-03-18 15:07:00,C0114,P034,3,530.09,15,PromptPay,Online,2026-03-20 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000596,2026-03-31 05:33:00,C9999,P036,5,220.86,0,Cash,Online,2026-04-02 23:59:00,orders_batch_2,CUSTOMER_NOT_FOUND,2026-08-18T08:35:48
O000599,2026-04-25 16:12:00,C0138,P017,1,1281.37,0,PromptPay,Store,2026-04-27 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000606,2026-03-22 11:21:00,C0125,P042,6,733.19,120,Credit Card,Store,2026-03-24 23:59:00,orders_batch_2,INVALID_DISCOUNT_PCT,2026-08-18T08:35:48
O000623,2026-02-16 02:04:00,C0086,P041,-2,1291.92,15,Credit Card,Online,2026-02-18 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000635,2026-04-22 15:41:00,C0153,P010,1,THB 1366.97,0,Credit Card,Store,2026-04-24 23:59:00,orders_batch_2,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000642,2026-02-17 10:10:00,C0018,P999,5,979.4,5,Credit Card,Online,2026-02-19 23:59:00,orders_batch_2,PRODUCT_NOT_FOUND,2026-08-18T08:35:48
O000655,not-a-date,C0147,P037,3,185.91,0,Bank Transfer,Online,2026-04-24 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000656,2026-04-10 01:48:00,C0174,P034,1,530.09,5,Bank Transfer,Marketplace,2026-04-12 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000664,2026-04-11 00:34:00,,P004,3,1451.77,15,Bank Transfer,Store,2026-04-13 23:59:00,orders_batch_2,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000678,2026-02-16 02:58:00,C0137,P046,three,187.09,0,PromptPay,Store,2026-02-18 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000679,31/02/2026 10:00,C0075,P040,2,1472.44,0,PromptPay,Online,2026-04-04 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000695,2026-04-06 11:55:00,C0119,P017,3,,15,Cash,Marketplace,2026-04-08 23:59:00,orders_batch_2,PRODUCT_INACTIVE;INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000702,2026-04-02 20:37:00,C0147,P034,2,530.09,0,Cash,Online,2026-04-04 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000707,2026-03-02 09:06:00,C0079,P044,2,766,120,Bank Transfer,Store,2026-03-04 23:59:00,orders_batch_2,INVALID_DISCOUNT_PCT,2026-08-18T08:35:48
O000712,2026-02-15 22:17:00,C0026,P040,-2,1472.44,10,Bank Transfer,Store,2026-02-17 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000736,2026-03-16 08:50:00,C0022,P034,3,530.09,0,Credit Card,Online,2026-03-18 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000740,2026-05-01 10:35:00,C0133,P017,3,1281.37,15,Bank Transfer,Store,2026-05-03 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000745,2026-02-22 01:04:00,C9999,P021,1,1114.51,0,PromptPay,Marketplace,2026-02-24 23:59:00,orders_batch_2,CUSTOMER_NOT_FOUND,2026-08-18T08:35:48
O000747,2026-04-07 20:13:00,,P014,1,358.74,0,Credit Card,Store,2026-04-09 23:59:00,orders_batch_2,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000749,2026-04-18 13:19:00,C0180,P999,1,204.81,0,Cash,Online,2026-04-20 23:59:00,orders_batch_2,PRODUCT_NOT_FOUND,2026-08-18T08:35:48
O000762,2026-03-02 10:01:00,C0154,P025,5,THB 833.67,0,PromptPay,Store,2026-03-04 23:59:00,orders_batch_2,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000769,2026-03-08 13:16:00,C0079,P017,5,1281.37,15,PromptPay,Marketplace,2026-03-10 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000776,31/02/2026 10:00,C0120,P047,2,613.02,0,Cash,Online,2026-04-29 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000786,not-a-date,C0044,P008,6,292.37,5,Cash,Marketplace,2026-04-09 23:59:00,orders_batch_2,INVALID_ORDER_DATETIME,2026-08-18T08:35:48
O000791,2026-04-11 13:31:00,C0058,P040,three,1472.44,0,Credit Card,Store,2026-04-13 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000801,2026-04-05 07:59:00,C0030,P044,-2,766,0,Credit Card,Marketplace,2026-04-07 23:59:00,orders_batch_2,INVALID_QUANTITY,2026-08-18T08:35:48
O000805,2026-04-04 12:58:00,C0171,P034,6,530.09,0,Credit Card,Store,2026-04-06 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000808,2026-02-20 13:39:00,C0168,P008,5,292.37,120,Cash,Store,2026-02-22 23:59:00,orders_batch_2,INVALID_DISCOUNT_PCT,2026-08-18T08:35:48
O000824,2026-04-27 14:46:00,C0022,P017,1,1281.37,15,PromptPay,Marketplace,2026-04-29 23:59:00,orders_batch_2,PRODUCT_INACTIVE,2026-08-18T08:35:48
O000830,2026-04-08 01:48:00,,P009,1,192.56,0,Bank Transfer,Online,2026-04-10 23:59:00,orders_batch_2,MISSING_CUSTOMER_ID,2026-08-18T08:35:48
O000834,2026-04-30 17:12:00,C0058,P032,3,,10,Cash,Online,2026-05-02 23:59:00,orders_batch_2,INVALID_UNIT_PRICE,2026-08-18T08:35:48
O000844,2026-05-22 02:07:00,C0098,P034,4,530.09,0,Credit Card,Marketplace,2026-05-25 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O000855,2026-05-11 15:48:00,C0105,P017,6,1281.37,5,Bank Transfer,Online,2026-05-14 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O000856,2026-05-15 06:36:00,C0089,P999,6,915.53,0,Bank Transfer,Marketplace,2026-05-18 23:59:00,orders_batch_3,PRODUCT_NOT_FOUND,2026-08-18T08:35:49
O000873,31/02/2026 10:00,C0109,P001,6,29.67,5,PromptPay,Marketplace,2026-06-09 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O000889,2026-06-15 21:01:00,C0163,P020,6,THB 62.79,0,Credit Card,Store,2026-06-18 23:59:00,orders_batch_3,INVALID_UNIT_PRICE,2026-08-18T08:35:49
O000890,2026-05-28 01:59:00,C0061,P015,-2,320.33,15,Bank Transfer,Store,2026-05-31 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O000894,2026-04-28 09:49:00,C9999,P022,5,840.27,10,Bank Transfer,Online,2026-05-01 23:59:00,orders_batch_3,CUSTOMER_NOT_FOUND,2026-08-18T08:35:49
O000904,2026-06-16 06:47:00,C0152,P033,three,654.4,0,Bank Transfer,Marketplace,2026-06-19 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O000909,2026-06-10 21:37:00,C0058,P009,1,192.56,120,PromptPay,Marketplace,2026-06-13 23:59:00,orders_batch_3,INVALID_DISCOUNT_PCT,2026-08-18T08:35:49
O000913,2026-05-26 00:19:00,,P023,5,784.71,5,Bank Transfer,Marketplace,2026-05-29 23:59:00,orders_batch_3,MISSING_CUSTOMER_ID,2026-08-18T08:35:49
O000917,not-a-date,C0032,P022,3,840.27,0,Credit Card,Store,2026-05-10 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O000955,2026-04-02 10:37:00,C0163,P017,1,1281.37,10,PromptPay,Marketplace,2026-04-05 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O000963,2026-05-20 19:21:00,C0069,P999,1,549.89,0,Cash,Online,2026-05-23 23:59:00,orders_batch_3,PRODUCT_NOT_FOUND,2026-08-18T08:35:49
O000970,31/02/2026 10:00,C0040,P040,2,1472.44,0,Cash,Online,2026-06-20 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O000973,2026-06-16 00:22:00,C0055,P043,2,,10,Bank Transfer,Marketplace,2026-06-19 23:59:00,orders_batch_3,INVALID_UNIT_PRICE,2026-08-18T08:35:49
O000976,2026-06-05 00:50:00,C0036,P034,4,530.09,0,Credit Card,Marketplace,2026-06-08 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O000979,2026-04-16 01:32:00,C0049,P047,-2,613.02,0,Cash,Store,2026-04-19 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O000996,2026-05-04 19:07:00,,P035,4,997.99,0,Cash,Online,2026-05-07 23:59:00,orders_batch_3,MISSING_CUSTOMER_ID,2026-08-18T08:35:49
O001010,2026-04-17 03:46:00,C0102,P020,2,62.79,120,PromptPay,Marketplace,2026-04-20 23:59:00,orders_batch_3,INVALID_DISCOUNT_PCT,2026-08-18T08:35:49
O001016,2026-06-05 03:57:00,C0105,P017,5,THB 1281.37,10,Bank Transfer,Store,2026-06-08 23:59:00,orders_batch_3,PRODUCT_INACTIVE;INVALID_UNIT_PRICE,2026-08-18T08:35:49
O001017,2026-05-31 23:42:00,C0010,P009,three,192.56,0,Bank Transfer,Marketplace,2026-06-03 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O001043,2026-04-07 15:03:00,C9999,P029,5,450.41,0,Bank Transfer,Store,2026-04-10 23:59:00,orders_batch_3,CUSTOMER_NOT_FOUND,2026-08-18T08:35:49
O001048,not-a-date,C0023,P037,2,185.91,0,Cash,Store,2026-06-18 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O001051,2026-04-21 19:00:00,C0097,P034,4,530.09,10,PromptPay,Store,2026-04-24 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001052,2026-06-05 13:08:00,C0120,P017,4,1281.37,10,PromptPay,Store,2026-06-08 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001058,2026-04-06 21:32:00,C0151,P017,4,1281.37,0,Credit Card,Marketplace,2026-04-09 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001059,2026-04-10 12:32:00,C0028,P034,1,530.09,10,PromptPay,Online,2026-04-13 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001067,31/02/2026 10:00,C0080,P042,6,733.19,15,Credit Card,Marketplace,2026-04-28 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O001068,2026-04-20 01:42:00,C0145,P042,-2,733.19,15,Bank Transfer,Online,2026-04-23 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O001070,2026-05-13 06:50:00,C0023,P999,2,840.27,15,Cash,Store,2026-05-16 23:59:00,orders_batch_3,PRODUCT_NOT_FOUND,2026-08-18T08:35:49
O001079,2026-06-12 04:11:00,,P044,2,766,0,Bank Transfer,Marketplace,2026-06-15 23:59:00,orders_batch_3,MISSING_CUSTOMER_ID,2026-08-18T08:35:49
O001111,2026-04-08 03:19:00,C0137,P040,3,1472.44,120,PromptPay,Online,2026-04-11 23:59:00,orders_batch_3,INVALID_DISCOUNT_PCT,2026-08-18T08:35:49
O001112,2026-06-10 12:16:00,C0096,P030,3,,0,Bank Transfer,Marketplace,2026-06-13 23:59:00,orders_batch_3,INVALID_UNIT_PRICE,2026-08-18T08:35:49
O001129,2026-04-09 09:58:00,C0141,P017,1,1281.37,5,Bank Transfer,Store,2026-04-12 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001130,2026-05-02 06:41:00,C0089,P001,three,29.67,0,Credit Card,Store,2026-05-05 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O001143,2026-05-02 04:03:00,C0103,P038,6,THB 979.4,0,Bank Transfer,Marketplace,2026-05-05 23:59:00,orders_batch_3,INVALID_UNIT_PRICE,2026-08-18T08:35:49
O001157,2026-06-17 10:55:00,C0133,P041,-2,1291.92,5,Credit Card,Store,2026-06-20 23:59:00,orders_batch_3,INVALID_QUANTITY,2026-08-18T08:35:49
O001162,2026-06-07 09:16:00,,P027,6,817.79,15,Cash,Store,2026-06-10 23:59:00,orders_batch_3,MISSING_CUSTOMER_ID,2026-08-18T08:35:49
O001164,31/02/2026 10:00,C0107,P008,4,292.37,15,Bank Transfer,Store,2026-05-09 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O001167,2026-04-22 02:27:00,C0176,P034,5,530.09,15,Bank Transfer,Marketplace,2026-04-25 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001172,2026-04-20 07:06:00,C0157,P034,5,530.09,15,Bank Transfer,Marketplace,2026-04-23 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001177,2026-04-04 04:07:00,C0129,P999,1,358.74,0,PromptPay,Marketplace,2026-04-07 23:59:00,orders_batch_3,PRODUCT_NOT_FOUND,2026-08-18T08:35:49
O001179,not-a-date,C0171,P031,1,599.9,15,Credit Card,Store,2026-05-07 23:59:00,orders_batch_3,INVALID_ORDER_DATETIME,2026-08-18T08:35:49
O001184,2026-04-24 17:45:00,C0080,P017,3,1281.37,10,PromptPay,Marketplace,2026-04-27 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001192,2026-05-02 18:39:00,C9999,P045,2,1459.08,10,PromptPay,Store,2026-05-05 23:59:00,orders_batch_3,CUSTOMER_NOT_FOUND,2026-08-18T08:35:49
O001201,2026-06-17 20:54:00,C0103,P034,3,530.09,0,PromptPay,Store,2026-06-20 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001212,2026-05-20 16:45:00,C0154,P004,5,1451.77,120,Bank Transfer,Marketplace,2026-05-23 23:59:00,orders_batch_3,INVALID_DISCOUNT_PCT,2026-08-18T08:35:49
O001234,2026-05-02 13:34:00,C0051,P034,3,530.09,0,Cash,Store,2026-05-05 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
O001242,2026-04-07 18:17:00,C0020,P034,1,530.09,0,Bank Transfer,Marketplace,2026-04-10 23:59:00,orders_batch_3,PRODUCT_INACTIVE,2026-08-18T08:35:49
